01:51:59 [INFO] Opening target process: csgo.exe
01:54:40 [INFO] Found netvar: m_flDefuseLength => 0x29A8
01:54:40 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
01:54:40 [INFO] Found netvar: cs_gamerules_data => 0x0
01:54:40 [INFO] Found netvar: m_SurvivalRules => 0xCF8
01:54:40 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1320
01:54:40 [INFO] Found netvar: m_bIsValveDS => 0x75
01:54:40 [INFO] Found netvar: m_bFreezePeriod => 0x20
01:54:40 [INFO] Found netvar: m_bBombPlanted => 0x99D
01:54:40 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
01:54:40 [INFO] Found netvar: m_flSimulationTime => 0x268
01:54:40 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
01:54:40 [INFO] Found netvar: m_angEyeAnglesX => 0xB37C
01:54:40 [INFO] Found netvar: m_angEyeAnglesY => 0xB380
01:54:40 [INFO] Found netvar: m_flNextAttack => 0x2D70
01:54:40 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
01:54:40 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
01:54:40 [INFO] Found netvar: m_bStartedArming => 0x33F0
01:54:40 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
01:54:40 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
01:54:40 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
01:54:40 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
01:54:40 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
01:54:40 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
01:54:40 [INFO] Finished netvar scanning: 85/85 items successful
01:56:41 [INFO] Opening target process: csgo.exe
01:56:41 [INFO] Starting signature scanning: 57 items
01:56:41 [INFO] Found signature: dwClientState => 0x589DD4
01:56:41 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
01:56:41 [INFO] Found signature: dwClientState_IsHLTV => 0x4D40
01:56:41 [INFO] Found signature: dwClientState_Map => 0x28C
01:56:41 [INFO] Found signature: dwClientState_MapDirectory => 0x188
01:56:41 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
01:56:41 [INFO] Found signature: dwClientState_PlayerInfo => 0x52B8
01:56:41 [INFO] Found signature: dwClientState_State => 0x108
01:56:41 [INFO] Found signature: dwClientState_ViewAngles => 0x4D88
01:56:41 [INFO] Found signature: clientstate_delta_ticks => 0x174
01:56:41 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D24
01:56:41 [INFO] Found signature: clientstate_choked_commands => 0x4D28
01:56:41 [INFO] Found signature: clientstate_net_channel => 0x9C
01:56:41 [INFO] Found signature: dwEntityList => 0x4D5450C
01:56:41 [INFO] Found signature: dwForceAttack => 0x3185AA0
01:56:41 [INFO] Found signature: dwForceAttack2 => 0x3185AAC
01:56:41 [INFO] Found signature: dwForceBackward => 0x3185A58
01:56:41 [INFO] Found signature: dwForceForward => 0x3185AC4
01:56:41 [INFO] Found signature: dwForceJump => 0x51FE22C
01:56:41 [INFO] Found signature: dwForceLeft => 0x3185A4C
01:56:41 [INFO] Found signature: dwForceRight => 0x3185A70
01:56:41 [INFO] Found signature: dwGameDir => 0x6285F8
01:56:41 [INFO] Found signature: dwGameRulesProxy => 0x527151C
01:56:41 [INFO] Found signature: dwGetAllClasses => 0xD662BC
01:56:41 [INFO] Found signature: dwGlobalVars => 0x589AD8
01:56:41 [INFO] Found signature: dwGlowObjectManager => 0x529C3D0
01:56:41 [INFO] Found signature: dwInput => 0x51A5AE8
01:56:41 [INFO] Found signature: dwInterfaceLinkList => 0x908E94
01:56:41 [INFO] Found signature: dwLocalPlayer => 0xD3FC5C
01:56:41 [INFO] Found signature: dwMouseEnable => 0xD45800
01:56:41 [INFO] Found signature: dwMouseEnablePtr => 0xD457D0
01:56:41 [INFO] Found signature: dwPlayerResource => 0x3183DF0
01:56:41 [INFO] Found signature: dwRadarBase => 0x518927C
01:56:41 [INFO] Found signature: dwSensitivity => 0xD4569C
01:56:41 [INFO] Found signature: dwSensitivityPtr => 0xD45670
01:56:41 [INFO] Found signature: dwSetClanTag => 0x89E50
01:56:41 [INFO] Found signature: dwViewMatrix => 0x4D45E54
01:56:41 [INFO] Found signature: dwWeaponTable => 0x51A65A8
01:56:41 [INFO] Found signature: dwWeaponTableIndex => 0x325C
01:56:41 [INFO] Found signature: dwYawPtr => 0xD45460
01:56:42 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD4A700
01:56:42 [INFO] Found signature: dwbSendPackets => 0xD418A
01:56:42 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7030
01:56:42 [INFO] Found signature: m_pStudioHdr => 0x294C
01:56:42 [INFO] Found signature: m_yawClassPtr => 0xD45460
01:56:42 [INFO] Found signature: m_pitchClassPtr => 0x5189518
01:56:42 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
01:56:42 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
01:56:42 [INFO] Found signature: m_bDormant => 0xED
01:56:42 [INFO] Found signature: model_ambient_min => 0x58CE4C
01:56:42 [INFO] Found signature: set_abs_angles => 0x1D74F0
01:56:42 [INFO] Found signature: set_abs_origin => 0x1D7330
01:56:42 [INFO] Found signature: is_c4_owner => 0x3B00C0
01:56:42 [INFO] Found signature: force_update_spectator_glow => 0x3A3612
01:56:42 [INFO] Found signature: anim_overlays => 0x2980
01:56:42 [INFO] Found signature: m_flSpawnTime => 0xA370
01:56:42 [INFO] Found signature: find_hud_element => 0x372A46A0
01:56:42 [INFO] Finished signature scanning: 57/57 items successful
01:56:42 [INFO] Starting netvar scanning: 85 items
01:56:42 [INFO] Found netvar: m_ArmorValue => 0xB378
01:56:42 [INFO] Found netvar: m_Collision => 0x320
01:56:42 [INFO] Found netvar: m_CollisionGroup => 0x474
01:56:42 [INFO] Found netvar: m_Local => 0x2FBC
01:56:42 [INFO] Found netvar: m_MoveType => 0x25B
01:56:42 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
01:56:42 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
01:56:42 [INFO] Found netvar: m_aimPunchAngle => 0x302C
01:56:42 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
01:56:42 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
01:56:42 [INFO] Found netvar: m_bHasDefuser => 0xB388
01:56:42 [INFO] Found netvar: m_bHasHelmet => 0xB36C
01:56:42 [INFO] Found netvar: m_bInReload => 0x3238
01:56:42 [INFO] Found netvar: m_bIsDefusing => 0x3930
01:56:42 [INFO] Found netvar: m_bIsScoped => 0x3928
01:56:42 [INFO] Found netvar: m_bSpotted => 0x93D
01:56:42 [INFO] Found netvar: m_bSpottedByMask => 0x980
01:56:42 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
01:56:42 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
01:56:42 [INFO] Found netvar: m_fFlags => 0x104
01:56:42 [INFO] Found netvar: m_flFallbackWear => 0x31D0
01:56:42 [INFO] Found netvar: m_flFlashDuration => 0xA420
01:56:42 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
01:56:42 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
01:56:42 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
01:56:42 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
01:56:42 [INFO] Found netvar: m_hObserverTarget => 0x338C
01:56:42 [INFO] Found netvar: m_hOwner => 0x29CC
01:56:42 [INFO] Found netvar: m_hOwnerEntity => 0x14C
01:56:42 [INFO] Found netvar: m_iAccountID => 0x2FC8
01:56:42 [INFO] Found netvar: m_iClip1 => 0x3264
01:56:42 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
01:56:42 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
01:56:42 [INFO] Found netvar: m_iCrosshairId => 0xB388
01:56:42 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
01:56:42 [INFO] Found netvar: m_iFOVStart => 0x31E8
01:56:42 [INFO] Found netvar: m_iFOV => 0x31E4
01:56:42 [INFO] Found netvar: m_iGlowIndex => 0xA420
01:56:42 [INFO] Found netvar: m_iHealth => 0x100
01:56:42 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
01:56:42 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
01:56:42 [INFO] Found netvar: m_iObserverMode => 0x3378
01:56:42 [INFO] Found netvar: m_iShotsFired => 0xA390
01:56:42 [INFO] Found netvar: m_iState => 0x3258
01:56:42 [INFO] Found netvar: m_iTeamNum => 0xF4
01:56:42 [INFO] Found netvar: m_lifeState => 0x25F
01:56:42 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
01:56:42 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
01:56:42 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
01:56:42 [INFO] Found netvar: m_nForceBone => 0x268C
01:56:42 [INFO] Found netvar: m_nTickBase => 0x3430
01:56:42 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
01:56:42 [INFO] Found netvar: m_szCustomName => 0x303C
01:56:42 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
01:56:42 [INFO] Found netvar: m_vecOrigin => 0x138
01:56:42 [INFO] Found netvar: m_vecVelocity => 0x114
01:56:42 [INFO] Found netvar: m_vecViewOffset => 0x108
01:56:42 [INFO] Found netvar: m_viewPunchAngle => 0x3020
01:56:42 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
01:56:42 [INFO] Found netvar: m_clrRender => 0x70
01:56:42 [INFO] Found netvar: m_flC4Blow => 0x2990
01:56:42 [INFO] Found netvar: m_flTimerLength => 0x2994
01:56:42 [INFO] Found netvar: m_flDefuseLength => 0x29A8
01:56:42 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
01:56:42 [INFO] Found netvar: cs_gamerules_data => 0x0
01:56:42 [INFO] Found netvar: m_SurvivalRules => 0xCF8
01:56:42 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1320
01:56:42 [INFO] Found netvar: m_bIsValveDS => 0x75
01:56:42 [INFO] Found netvar: m_bFreezePeriod => 0x20
01:56:42 [INFO] Found netvar: m_bBombPlanted => 0x99D
01:56:42 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
01:56:42 [INFO] Found netvar: m_flSimulationTime => 0x268
01:56:42 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
01:56:42 [INFO] Found netvar: m_angEyeAnglesX => 0xB37C
01:56:42 [INFO] Found netvar: m_angEyeAnglesY => 0xB380
01:56:42 [INFO] Found netvar: m_flNextAttack => 0x2D70
01:56:42 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
01:56:42 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
01:56:42 [INFO] Found netvar: m_bStartedArming => 0x33F0
01:56:42 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
01:56:42 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
01:56:42 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
01:56:42 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
01:56:42 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
01:56:42 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
01:56:42 [INFO] Finished netvar scanning: 85/85 items successful
12:23:12 [INFO] Opening target process: csgo.exe
12:23:12 [INFO] Starting signature scanning: 57 items
12:23:12 [INFO] Found signature: dwClientState => 0x589DD4
12:23:12 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
12:23:12 [INFO] Found signature: dwClientState_IsHLTV => 0x4D40
12:23:12 [INFO] Found signature: dwClientState_Map => 0x28C
12:23:12 [INFO] Found signature: dwClientState_MapDirectory => 0x188
12:23:12 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
12:23:12 [INFO] Found signature: dwClientState_PlayerInfo => 0x52B8
12:23:12 [INFO] Found signature: dwClientState_State => 0x108
12:23:12 [INFO] Found signature: dwClientState_ViewAngles => 0x4D88
12:23:12 [INFO] Found signature: clientstate_delta_ticks => 0x174
12:23:12 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D24
12:23:12 [INFO] Found signature: clientstate_choked_commands => 0x4D28
12:23:12 [INFO] Found signature: clientstate_net_channel => 0x9C
12:23:13 [INFO] Found signature: dwEntityList => 0x4D5554C
12:23:13 [INFO] Found signature: dwForceAttack => 0x3186AA4
12:23:13 [INFO] Found signature: dwForceAttack2 => 0x3186AB0
12:23:13 [INFO] Found signature: dwForceBackward => 0x3186AF8
12:23:13 [INFO] Found signature: dwForceForward => 0x3186AD4
12:23:13 [INFO] Found signature: dwForceJump => 0x51FF26C
12:23:13 [INFO] Found signature: dwForceLeft => 0x3186AEC
12:23:13 [INFO] Found signature: dwForceRight => 0x3186B10
12:23:13 [INFO] Found signature: dwGameDir => 0x6285F8
12:23:13 [INFO] Found signature: dwGameRulesProxy => 0x527255C
12:23:13 [INFO] Found signature: dwGetAllClasses => 0xD672BC
12:23:13 [INFO] Found signature: dwGlobalVars => 0x589AD8
12:23:13 [INFO] Found signature: dwGlowObjectManager => 0x529D3F8
12:23:13 [INFO] Found signature: dwInput => 0x51A6B28
12:23:13 [INFO] Found signature: dwInterfaceLinkList => 0x909734
12:23:13 [INFO] Found signature: dwLocalPlayer => 0xD40C5C
12:23:13 [INFO] Found signature: dwMouseEnable => 0xD46800
12:23:13 [INFO] Found signature: dwMouseEnablePtr => 0xD467D0
12:23:13 [INFO] Found signature: dwPlayerResource => 0x3184E30
12:23:13 [INFO] Found signature: dwRadarBase => 0x518A2BC
12:23:13 [INFO] Found signature: dwSensitivity => 0xD4669C
12:23:13 [INFO] Found signature: dwSensitivityPtr => 0xD46670
12:23:13 [INFO] Found signature: dwSetClanTag => 0x89E50
12:23:13 [INFO] Found signature: dwViewMatrix => 0x4D46E94
12:23:13 [INFO] Found signature: dwWeaponTable => 0x51A75E8
12:23:13 [INFO] Found signature: dwWeaponTableIndex => 0x325C
12:23:13 [INFO] Found signature: dwYawPtr => 0xD46460
12:23:13 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD4B700
12:23:13 [INFO] Found signature: dwbSendPackets => 0xD418A
12:23:13 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7030
12:23:13 [INFO] Found signature: m_pStudioHdr => 0x294C
12:23:13 [INFO] Found signature: m_yawClassPtr => 0xD46460
12:23:13 [INFO] Found signature: m_pitchClassPtr => 0x518A558
12:23:13 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
12:23:13 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
12:23:13 [INFO] Found signature: m_bDormant => 0xED
12:23:13 [INFO] Found signature: model_ambient_min => 0x58CE4C
12:23:13 [INFO] Found signature: set_abs_angles => 0x1D7CD0
12:23:13 [INFO] Found signature: set_abs_origin => 0x1D7B10
12:23:13 [INFO] Found signature: is_c4_owner => 0x3B0980
12:23:13 [INFO] Found signature: force_update_spectator_glow => 0x3A3EE2
12:23:13 [INFO] Found signature: anim_overlays => 0x2980
12:23:13 [INFO] Found signature: m_flSpawnTime => 0xA370
12:23:13 [INFO] Found signature: find_hud_element => 0x2FD44F40
12:23:13 [INFO] Finished signature scanning: 57/57 items successful
12:23:13 [INFO] Starting netvar scanning: 85 items
12:23:13 [INFO] Found netvar: m_ArmorValue => 0xB378
12:23:13 [INFO] Found netvar: m_Collision => 0x320
12:23:13 [INFO] Found netvar: m_CollisionGroup => 0x474
12:23:13 [INFO] Found netvar: m_Local => 0x2FBC
12:23:13 [INFO] Found netvar: m_MoveType => 0x25B
12:23:13 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
12:23:13 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
12:23:13 [INFO] Found netvar: m_aimPunchAngle => 0x302C
12:23:13 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
12:23:13 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
12:23:13 [INFO] Found netvar: m_bHasDefuser => 0xB388
12:23:13 [INFO] Found netvar: m_bHasHelmet => 0xB36C
12:23:13 [INFO] Found netvar: m_bInReload => 0x3238
12:23:13 [INFO] Found netvar: m_bIsDefusing => 0x3930
12:23:13 [INFO] Found netvar: m_bIsScoped => 0x3928
12:23:13 [INFO] Found netvar: m_bSpotted => 0x93D
12:23:13 [INFO] Found netvar: m_bSpottedByMask => 0x980
12:23:13 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
12:23:13 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
12:23:13 [INFO] Found netvar: m_fFlags => 0x104
12:23:13 [INFO] Found netvar: m_flFallbackWear => 0x31D0
12:23:13 [INFO] Found netvar: m_flFlashDuration => 0xA420
12:23:13 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
12:23:13 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
12:23:13 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
12:23:13 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
12:23:13 [INFO] Found netvar: m_hObserverTarget => 0x338C
12:23:13 [INFO] Found netvar: m_hOwner => 0x29CC
12:23:13 [INFO] Found netvar: m_hOwnerEntity => 0x14C
12:23:13 [INFO] Found netvar: m_iAccountID => 0x2FC8
12:23:13 [INFO] Found netvar: m_iClip1 => 0x3264
12:23:13 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
12:23:13 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
12:23:13 [INFO] Found netvar: m_iCrosshairId => 0xB388
12:23:13 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
12:23:13 [INFO] Found netvar: m_iFOVStart => 0x31E8
12:23:13 [INFO] Found netvar: m_iFOV => 0x31E4
12:23:13 [INFO] Found netvar: m_iGlowIndex => 0xA420
12:23:13 [INFO] Found netvar: m_iHealth => 0x100
12:23:13 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
12:23:13 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
12:23:13 [INFO] Found netvar: m_iObserverMode => 0x3378
12:23:13 [INFO] Found netvar: m_iShotsFired => 0xA390
12:23:13 [INFO] Found netvar: m_iState => 0x3258
12:23:13 [INFO] Found netvar: m_iTeamNum => 0xF4
12:23:13 [INFO] Found netvar: m_lifeState => 0x25F
12:23:13 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
12:23:13 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
12:23:13 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
12:23:13 [INFO] Found netvar: m_nForceBone => 0x268C
12:23:13 [INFO] Found netvar: m_nTickBase => 0x3430
12:23:13 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
12:23:13 [INFO] Found netvar: m_szCustomName => 0x303C
12:23:13 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
12:23:13 [INFO] Found netvar: m_vecOrigin => 0x138
12:23:13 [INFO] Found netvar: m_vecVelocity => 0x114
12:23:13 [INFO] Found netvar: m_vecViewOffset => 0x108
12:23:13 [INFO] Found netvar: m_viewPunchAngle => 0x3020
12:23:13 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
12:23:13 [INFO] Found netvar: m_clrRender => 0x70
12:23:13 [INFO] Found netvar: m_flC4Blow => 0x2990
12:23:13 [INFO] Found netvar: m_flTimerLength => 0x2994
12:23:13 [INFO] Found netvar: m_flDefuseLength => 0x29A8
12:23:13 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
12:23:13 [INFO] Found netvar: cs_gamerules_data => 0x0
12:23:13 [INFO] Found netvar: m_SurvivalRules => 0xCF8
12:23:13 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1320
12:23:13 [INFO] Found netvar: m_bIsValveDS => 0x75
12:23:13 [INFO] Found netvar: m_bFreezePeriod => 0x20
12:23:13 [INFO] Found netvar: m_bBombPlanted => 0x99D
12:23:13 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
12:23:13 [INFO] Found netvar: m_flSimulationTime => 0x268
12:23:13 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
12:23:13 [INFO] Found netvar: m_angEyeAnglesX => 0xB37C
12:23:13 [INFO] Found netvar: m_angEyeAnglesY => 0xB380
12:23:13 [INFO] Found netvar: m_flNextAttack => 0x2D70
12:23:13 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
12:23:13 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
12:23:13 [INFO] Found netvar: m_bStartedArming => 0x33F0
12:23:13 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
12:23:13 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
12:23:13 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
12:23:13 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
12:23:13 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
12:23:13 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
12:23:13 [INFO] Finished netvar scanning: 85/85 items successful
10:54:58 [INFO] Opening target process: csgo.exe
10:54:58 [INFO] Starting signature scanning: 57 items
10:54:58 [INFO] Found signature: dwClientState => 0x589DD4
10:54:58 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
10:54:58 [INFO] Found signature: dwClientState_IsHLTV => 0x4D40
10:54:58 [INFO] Found signature: dwClientState_Map => 0x28C
10:54:58 [INFO] Found signature: dwClientState_MapDirectory => 0x188
10:54:58 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
10:54:58 [INFO] Found signature: dwClientState_PlayerInfo => 0x52B8
10:54:58 [INFO] Found signature: dwClientState_State => 0x108
10:54:58 [INFO] Found signature: dwClientState_ViewAngles => 0x4D88
10:54:58 [INFO] Found signature: clientstate_delta_ticks => 0x174
10:54:58 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D24
10:54:58 [INFO] Found signature: clientstate_choked_commands => 0x4D28
10:54:58 [INFO] Found signature: clientstate_net_channel => 0x9C
10:54:59 [INFO] Found signature: dwEntityList => 0x4D5442C
10:54:59 [INFO] Found signature: dwForceAttack => 0x3185984
10:54:59 [INFO] Found signature: dwForceAttack2 => 0x3185990
10:54:59 [INFO] Found signature: dwForceBackward => 0x31859D8
10:54:59 [INFO] Found signature: dwForceForward => 0x31859B4
10:54:59 [INFO] Found signature: dwForceJump => 0x51FE044
10:54:59 [INFO] Found signature: dwForceLeft => 0x31859CC
10:54:59 [INFO] Found signature: dwForceRight => 0x31859F0
10:54:59 [INFO] Found signature: dwGameDir => 0x6285F8
10:54:59 [INFO] Found signature: dwGameRulesProxy => 0x527133C
10:54:59 [INFO] Found signature: dwGetAllClasses => 0xD6623C
10:54:59 [INFO] Found signature: dwGlobalVars => 0x589AD8
10:54:59 [INFO] Found signature: dwGlowObjectManager => 0x529C208
10:54:59 [INFO] Found signature: dwInput => 0x51A5A08
10:54:59 [INFO] Found signature: dwInterfaceLinkList => 0x908964
10:54:59 [INFO] Found signature: dwLocalPlayer => 0xD3FC5C
10:54:59 [INFO] Found signature: dwMouseEnable => 0xD45800
10:54:59 [INFO] Found signature: dwMouseEnablePtr => 0xD457D0
10:54:59 [INFO] Found signature: dwPlayerResource => 0x3183D10
10:54:59 [INFO] Found signature: dwRadarBase => 0x518919C
10:54:59 [INFO] Found signature: dwSensitivity => 0xD4569C
10:54:59 [INFO] Found signature: dwSensitivityPtr => 0xD45670
10:54:59 [INFO] Found signature: dwSetClanTag => 0x89E50
10:54:59 [INFO] Found signature: dwViewMatrix => 0x4D45D74
10:54:59 [INFO] Found signature: dwWeaponTable => 0x51A64C8
10:54:59 [INFO] Found signature: dwWeaponTableIndex => 0x325C
10:54:59 [INFO] Found signature: dwYawPtr => 0xD45460
10:54:59 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD4A700
10:54:59 [INFO] Found signature: dwbSendPackets => 0xD418A
10:54:59 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7030
10:54:59 [INFO] Found signature: m_pStudioHdr => 0x294C
10:54:59 [INFO] Found signature: m_yawClassPtr => 0xD45460
10:54:59 [INFO] Found signature: m_pitchClassPtr => 0x5189438
10:54:59 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
10:54:59 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
10:54:59 [INFO] Found signature: m_bDormant => 0xED
10:54:59 [INFO] Found signature: model_ambient_min => 0x58CE4C
10:54:59 [INFO] Found signature: set_abs_angles => 0x1D7C50
10:54:59 [INFO] Found signature: set_abs_origin => 0x1D7A90
10:54:59 [INFO] Found signature: is_c4_owner => 0x3B0910
10:54:59 [INFO] Found signature: force_update_spectator_glow => 0x3A3E82
10:54:59 [INFO] Found signature: anim_overlays => 0x2980
10:54:59 [INFO] Found signature: m_flSpawnTime => 0xA370
10:54:59 [INFO] Found signature: find_hud_element => 0x35064F10
10:54:59 [INFO] Finished signature scanning: 57/57 items successful
10:54:59 [INFO] Starting netvar scanning: 85 items
10:54:59 [INFO] Found netvar: m_ArmorValue => 0xB378
10:54:59 [INFO] Found netvar: m_Collision => 0x320
10:54:59 [INFO] Found netvar: m_CollisionGroup => 0x474
10:54:59 [INFO] Found netvar: m_Local => 0x2FBC
10:54:59 [INFO] Found netvar: m_MoveType => 0x25B
10:54:59 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
10:54:59 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
10:54:59 [INFO] Found netvar: m_aimPunchAngle => 0x302C
10:54:59 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
10:54:59 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
10:54:59 [INFO] Found netvar: m_bHasDefuser => 0xB388
10:54:59 [INFO] Found netvar: m_bHasHelmet => 0xB36C
10:54:59 [INFO] Found netvar: m_bInReload => 0x3238
10:54:59 [INFO] Found netvar: m_bIsDefusing => 0x3930
10:54:59 [INFO] Found netvar: m_bIsScoped => 0x3928
10:54:59 [INFO] Found netvar: m_bSpotted => 0x93D
10:54:59 [INFO] Found netvar: m_bSpottedByMask => 0x980
10:54:59 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
10:54:59 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
10:54:59 [INFO] Found netvar: m_fFlags => 0x104
10:54:59 [INFO] Found netvar: m_flFallbackWear => 0x31D0
10:54:59 [INFO] Found netvar: m_flFlashDuration => 0xA420
10:54:59 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
10:54:59 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
10:54:59 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
10:54:59 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
10:54:59 [INFO] Found netvar: m_hObserverTarget => 0x338C
10:54:59 [INFO] Found netvar: m_hOwner => 0x29CC
10:54:59 [INFO] Found netvar: m_hOwnerEntity => 0x14C
10:54:59 [INFO] Found netvar: m_iAccountID => 0x2FC8
10:54:59 [INFO] Found netvar: m_iClip1 => 0x3264
10:54:59 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
10:54:59 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
10:54:59 [INFO] Found netvar: m_iCrosshairId => 0xB388
10:54:59 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
10:54:59 [INFO] Found netvar: m_iFOVStart => 0x31E8
